session_id,user_id,duration_min,session_date
1785f1b3-a8e7-4377-b3d7-10f08ac97000,195,41.93,2024-01-01
b62a69da-1f39-4376-b513-21cdecab346a,156,88.23,2024-06-15
5cd39485-024c-4d42-88b2-07c38d2dc18f,172,79.38,2024-05-05
84d7b9d7-5373-4386-86a0-b5f2b2f84409,847,111.86,2024-11-08
47575292-53e9-474a-9106-1d9edca6d3f0,41,98.7,2024-03-21
ffb9901c-3924-4572-967e-6029cae11007,63,68.43,2024-09-07
756cb3e5-586d-403a-86fa-60d8113a0a42,23,79.19,2024-06-17
ef53bb38-ebba-431c-8f87-30316d73975f,360,107.91,2024-03-13
14357319-18bc-4cce-a235-8bb57c2dca5d,75,48.54,2024-05-20
cc2bb412-a356-4cb9-95e8-c5fb04e819ad,560,39.89,2024-03-10
7a77102a-40d2-43a0-b081-418b44bd4e95,672,2.29,2024-09-18
4a867bc7-1750-416e-b8ff-2f92147e86dd,825,99.36,2024-12-05
f823292e-789b-4d58-b04b-8321f03d4fdb,118,96.32,2024-11-03
676c4dde-02c3-4946-9bcf-f7e14f705fcc,612,13.43,2024-09-01
7f4ecb1d-2217-4e54-b4ec-a84bf87283d9,380,69.65,2024-01-03
205241ad-bd6e-4e0f-bc87-d9984ac76044,929,56.21,2024-12-02
15e237f7-2d81-4795-b714-da0c087f65db,920,15.13,2024-03-03
7cbb2493-5868-43cf-96b5-dd9adccdebd4,679,117.69,2024-02-18
0cea4af9-5718-4e2e-b2d1-41a5d2769e3a,290,26.55,2024-03-16
d70b9171-ff86-4d0d-8b19-5ccca87e9f7a,440,9.0,2024-06-23
3e385ccc-71c5-4dcf-a713-77d60e62088f,668,71.79,2024-04-18
20c22bd6-3135-44c4-8b5b-e19815da7aec,933,88.93,2024-07-01
b489d13b-640f-4fd0-86cd-8d97d070c278,7,4.86,2024-07-10
1f7f09ec-0e2b-402a-b077-0c5d6bd09ff7,196,79.39,2024-03-05
9c3fd60f-3787-4388-a231-6e5906181c46,421,64.34,2024-12-02
42462163-e1cb-4353-8551-dd9704b0e166,568,13.29,2024-09-27
2e587f2d-e9ce-49c4-8661-12b1926ee246,833,21.53,2024-04-09
a79519c3-8882-4ed4-8f0f-9b61b818ee4e,193,68.59,2024-02-01
47709a0e-81b3-4149-ac37-54e66583050b,559,36.27,2024-12-17
4962ae76-7b02-405b-98cc-371e874b1624,148,112.66,2024-05-07
843602b6-2ef8-46df-81af-420e99f63788,787,98.43,2024-12-04
04e507b4-8d6e-4301-abd7-e0ea28467eca,669,118.04,2024-02-12
f5efaeb1-1481-461e-9132-f0439f153dd0,202,31.9,2024-03-18
2de5b99e-a08c-4c13-80df-df341621c887,444,116.4,2024-11-09
21f1ddb9-1632-49ee-9f9d-65653b757e35,914,52.32,2024-10-15
2872afdf-78b9-490b-bab4-2a4bde4e3822,988,42.35,2024-09-26
13f1cc3b-2658-4a4c-95e5-cbfa100b7660,419,6.99,2024-06-10
592561e6-b2ec-41a8-bc63-d66c2f7dc30e,427,7.28,2024-07-07
560689e1-ff40-44b5-83d9-c8c5ae6b3333,479,83.35,2024-09-03
602cd3c5-f7f9-417d-a51f-d6f169514e6b,475,55.49,2024-08-03
5dec724a-5f1b-4dd7-abfa-94ff0f49d141,126,27.96,2024-11-10
a53b0493-7a8e-41a2-8d31-57212df81e6d,395,74.06,2024-12-04
6cb7cd16-d706-41c8-a7b8-a0ab1c264f50,817,31.09,2024-06-16
0c82dc23-0abf-4e61-ae2b-dae8c4ccdf0b,881,69.74,2024-12-04
4db08aaf-7700-4a81-a9f3-782fae8e7071,806,43.75,2024-07-11
4a15af4f-96b0-40ea-9d22-9ed54209d5b3,576,99.0,2024-10-09
e03a6630-31f7-4248-abd5-6009aa971eae,325,98.66,2024-12-01
90fd6265-104e-47f1-b477-7a959c9c35a0,392,57.8,2024-01-13
09c00797-0223-482f-a63a-c51820253bbb,930,42.75,2024-08-27
43b12ae9-c252-44ed-abed-a37dad573121,688,44.14,2024-11-15
98c12a3c-9063-4ed9-b4ea-2d34307e31f5,628,96.88,2024-05-26
7659fd68-c784-4a0b-ae6b-f5bf2dc72dfd,440,40.05,2024-07-22
c2a893ab-cec7-49bc-844e-0a85273e0ee9,204,25.88,2024-03-20
b5dff012-7940-453a-bb7b-2195a8760654,486,11.08,2024-02-12
6a83da29-29a9-4932-bf1f-0713ddb07f9b,833,56.54,2024-03-29
e98ff5c7-d1b5-4c45-b749-5ed159a28f3d,31,58.37,2024-05-27
aaef257e-4eb5-4806-9e0b-95d716b72a0b,388,101.07,2024-04-04
e930cf16-be3a-4ead-9814-1cf7a9f143d2,625,27.33,2024-05-30
420ce896-d358-43d6-b444-78bd9deb83a0,877,46.34,2024-01-02
ff66a728-3e40-4cc1-947e-506c57590559,434,97.2,2024-01-22
6007e7df-ebd1-4cb9-b032-5a96699eafa2,837,99.01,2024-11-08
82871fca-7c99-4356-a4b6-612ff72a4c02,926,46.77,2024-11-23
7dd22f20-bce8-461e-902d-2d274f7799c6,376,55.64,2024-01-07
742b0839-07d4-4b2e-b067-225e4d5a5246,344,37.09,2024-07-24
c0adce98-e534-4382-bde1-569b4fd2bb14,443,111.97,2024-04-23
dd01da0f-6724-4761-99f2-1a312144f38d,579,15.12,2024-09-28
89a265e2-90c9-4367-b230-ea2fc71c65e6,75,112.12,2024-03-23
e33d708f-4708-4076-b136-00e75bf0dbd6,557,82.38,2024-06-27
a524b3c3-1044-4528-9216-aedfb3afdb36,772,64.26,2024-07-28
15de4b6e-2208-46fe-8f57-3ef297d638d7,666,4.89,2024-11-23
bb1fd129-8697-4230-9cf1-1c2e93d168a7,155,57.6,2024-05-03
210d8644-b367-458a-b401-7f85b32d28c3,430,49.52,2024-04-22
bb30b0a0-a0a0-4c55-ac9f-4b4d692489b9,363,20.19,2024-01-12
aebbf564-1492-4e0e-82ef-5c0c62577048,448,79.11,2024-05-05
31bc1551-b3b6-4c24-93ad-4b39530a4902,987,116.57,2024-02-22
e993c9e5-b120-4b63-9d79-0a03f9dac7b6,234,67.9,2024-11-26
954cdda3-f614-4836-b02b-a6b1c0085d26,563,86.06,2024-10-09
6acc51b5-3328-4af3-8912-cedf5f646dfc,818,9.15,2024-05-19
fc036c2a-1b28-4dda-ae4b-cb2d21b8022a,262,50.7,2024-04-06
0ce2b821-0c41-46f9-b2b2-ce9ff4f07309,827,14.85,2024-01-05
291c6e92-5bee-4a88-bd30-0e7957c34af0,125,73.92,2024-02-26
29aa641a-cedf-4006-aa21-411597ba210e,911,112.68,2024-11-29
a288fa9b-3524-4637-a23b-ec5e1aea213e,245,79.75,2024-03-09
965a45de-c8f8-4a77-a92d-2fddaad98c87,542,10.14,2024-04-27
c250db4f-2713-4aa0-ae3c-e76253711590,938,43.21,2024-02-28
b3d3fa08-3d8e-4a41-8973-2e0f70925886,485,66.53,2024-02-02
1b2588f6-6b1f-49a4-9e66-991426782ac0,122,48.98,2024-11-13
8a3f8061-43f5-4bbb-af92-c9f2e5475c5a,125,100.2,2024-02-19
eee31d91-ed78-4092-bd0b-14defa562e03,549,97.95,2024-01-19
790f10cf-9255-45ab-82df-ef34672302db,170,73.81,2024-08-01
6d4ca391-2318-4c79-8bfb-d7517727c60f,124,45.44,2024-07-15
334444b0-c812-463b-a51e-e121eb5aa3dd,869,31.39,2024-02-16
1ef2b732-4823-4c8a-a53e-fe5fb2af6d2f,35,13.6,2024-06-15
0a79adb8-8bbd-4106-be8c-7f547e882421,87,43.23,2024-10-15
201f11dd-1caf-4aec-a115-46a1784d47cf,646,50.17,2024-05-20
799329fc-d4eb-4130-a4cb-d149c42e880a,708,81.42,2024-03-24
ea1e27c1-c667-4be1-a909-c6f6dc799f29,786,79.32,2024-06-30
dc359c46-f390-4253-8698-76d978c9792c,201,9.34,2024-03-19
2373f4c1-0128-4b72-bd40-2b2398bbc193,369,48.04,2024-08-02
80cc136c-7f8a-4499-a5af-3299d7f82d52,797,22.63,2024-01-14
81e0782f-8d77-4081-8961-fb1735beb102,77,19.66,2024-08-02
1f286b79-a50c-4420-b4d9-039a5c810626,59,99.45,2024-05-07
38925acb-feb5-4c7a-84b5-59e473a20ae2,431,5.99,2024-11-05
00cf46a9-6616-4992-b37f-121f528dac28,638,50.88,2024-09-04
869e614d-1547-41fb-91e3-f881b5cc19a0,500,21.02,2024-01-29
6befd0cc-790e-419f-8e23-8871e927a5e7,913,105.64,2024-10-06
e64ffa70-d64b-4fb2-ae49-7409454e1604,109,67.29,2024-12-03
7cfa619f-7401-47d5-8069-d2ca9e82b254,736,28.53,2024-11-14
c0c243e4-19d7-4069-b270-7ed07862ed6f,278,60.79,2024-07-20
844c6fd0-8a12-492c-99fe-aac20f7d22aa,68,88.05,2024-12-26
c0f05555-8606-43ec-bc8e-1a30963b489a,69,115.02,2024-02-26
61ea9dfe-5097-4eed-ac1f-3ea3946a0942,165,27.23,2024-08-05
d35b36e7-927b-4de7-b623-e611c1bd342c,489,106.46,2024-03-02
85e3ca53-844d-43b7-83ee-d3d95a857979,305,112.18,2024-06-05
fd47971a-577b-4020-8336-10206b665edb,909,110.05,2024-07-20
8cefef4e-2bfe-4a8d-94c9-b463afc3df85,674,76.61,2024-01-17
ee9195c6-8c99-496c-9b4a-991bb53ca906,365,75.95,2024-11-17
399ee94e-73f6-4503-8851-d859c4f4608e,854,48.98,2024-01-06
8724c2d8-46f3-4fad-bbea-72180479b9fc,821,90.54,2024-02-27
6d239005-61cf-4f05-96cf-767b06f91887,379,64.22,2024-11-20
c8fc7031-d182-4bac-8335-702ec379df71,343,81.62,2024-11-13
fff66ad0-b6a7-4a2b-81c5-2c59a3e96a6a,947,51.99,2024-06-17
f00737ae-a36d-4348-84cc-42239a2c7c36,899,88.05,2024-03-22
94fac5b6-e591-4875-a3c2-483db2680831,554,99.11,2024-08-06
e5ef9765-a9eb-434f-89f8-5d4619bcb380,354,18.43,2024-06-25
65ebde2d-0879-4150-a044-a6171daa8e11,416,100.12,2024-07-22
c770b5ff-0e7f-4374-813b-769e409b8a38,109,65.3,2024-03-11
aad800dd-7568-4ad7-9da0-eadeaca28879,563,101.52,2024-09-22
0b78fd25-6cb5-4fbe-8597-4187462aa2f6,762,52.32,2024-04-07
f223a858-b4c3-4b8d-adc9-56cf1851d21c,497,46.11,2024-12-10
1991700c-9fdd-4775-ac54-636dd3bd56e7,341,109.89,2024-10-17
3cc33638-5c70-4086-b20a-699c65838e8c,942,30.89,2024-07-26
3e969e1b-8c99-4b84-8565-56fd1f007f7e,383,101.46,2024-01-02
e1672dcc-46dc-494b-a771-544c51fc5152,533,58.6,2024-05-03
27e2e14c-cd49-4643-a763-db254f1cc7c5,300,62.18,2024-10-06
08fbf7b0-e2b1-4019-aa29-47c652fc95dc,139,37.71,2024-03-14
35ca1a8b-4d4d-482c-8299-9c3ee2b83e3a,359,69.19,2024-06-14
178fb3ad-4f40-4803-b71a-986db0e21a32,836,39.7,2024-01-22
2b067443-2312-4b8b-b083-1b52f8011044,499,5.67,2024-06-02
7b857ea5-e4b9-4180-b7c4-c39aa8e8b364,385,33.37,2024-10-21
59dc9188-bc6d-4733-96ed-dc1f63080ea9,604,1.76,2024-08-06
e525a8be-aeca-44ee-b78f-e1f4a5ea62d6,959,117.42,2024-06-05
f0925453-f0f3-47fc-93ea-f06712a95c1e,280,115.92,2024-08-17
89bbb6b2-96ba-4620-90c1-49ea2c27c4ac,637,48.02,2024-01-20
ab99c8dd-b784-4015-87ff-68b51bf52a4f,483,87.68,2024-02-10
42deedbd-afc0-4f24-9ad0-cec467ce5d50,909,42.15,2024-05-27
3f294fc3-fff8-4394-a8ed-a71118234d22,111,80.86,2024-04-17
81ee7e72-9928-4ef6-85c0-cdc69d02b732,866,96.85,2024-03-24
cba2cd1f-f8cf-4112-8a6e-96f2012cdfff,139,113.66,2024-11-17
01b598b6-8154-4903-8526-0125fde90eca,996,48.63,2024-11-04
1156e4e8-f101-48d0-8653-de8e92e2c4e4,435,94.21,2024-10-16
c2b3d015-aa1a-49fb-a714-3535780fbf55,509,32.65,2024-11-18
bf7970df-c324-45c9-a714-3e66b5d15135,273,118.85,2024-05-13
13e4fa2b-8503-4c82-a5ee-94b4f1f7dbda,99,4.07,2024-07-25
d3f62ee6-a83e-4937-a9cb-09416229042b,764,72.82,2024-10-09
4eebf06c-a408-4dff-adbe-e40fd78faeb2,850,79.48,2024-09-22
7af109e3-c46b-488f-b964-69b921ae1c76,104,82.88,2024-03-13
948f8651-838b-4d9c-bf6f-4c408b148b2a,214,15.33,2024-12-17
92e4d774-f6a1-4399-a2eb-5e30bf068d62,761,112.69,2024-02-17
fe80f5c0-2cd1-499b-8ca3-2ffed13f57f8,664,22.56,2024-11-21
e9f49b21-6f20-4bf4-80bc-92f213e60e00,762,75.11,2024-08-20
c035b51f-ce8e-4ad2-bb17-078e96a48238,787,27.5,2024-04-09
8c16880b-540b-4125-9acb-d24cb425ff27,165,37.56,2024-02-28
5adad980-d708-466e-856e-0ecb3d548c8c,999,66.03,2024-09-14
5fc648eb-199e-4566-ae77-5a63efc55e5b,853,50.65,2024-03-05
d3361b32-d49c-4f8d-b93b-cfc796719f7e,520,20.07,2024-03-23
0c16b945-368e-43c0-a053-0e459593d992,284,21.34,2024-06-02
14864377-ee26-4113-9919-35d18e5a6de2,517,50.76,2024-09-22
e1599b04-3a35-4870-a76d-80fed65215ee,657,91.12,2024-11-04
23a4db5a-3688-4391-a99c-1e91074274f5,613,107.86,2024-03-19
08dd0a5b-9037-4bb6-8f4e-f7c04a969cbe,164,11.01,2024-11-10
a96ac916-7dd3-4498-bec3-80fd2cadeb2f,886,47.78,2024-05-29
ad6320b2-396f-462a-bd44-d0d4547d8de2,659,12.93,2024-02-17
fd1c8205-955e-48ad-a057-700340fbab74,64,2.97,2024-09-04
6f84d79a-115f-47f8-8566-36264e2e12e7,91,79.74,2024-10-04
a04b9e3f-7fda-4d84-9a25-ae457587f299,117,72.69,2024-12-21
b0d0c140-7cae-409c-9e3b-8d1ce8b17c6e,866,20.4,2024-04-07
4c2269f4-0e73-4bf1-b543-198b2e94cc5b,267,28.82,2024-01-25
01782c8b-206d-4069-80ed-e41a2711c028,822,3.82,2024-10-10
266e7ae8-3806-4990-a5bc-85557cde5544,685,100.36,2024-10-27
43edee1d-8361-4673-a5e7-742531871e8a,559,116.99,2024-03-08
101848cf-6cbe-4eed-aa5f-999a72ebf4d2,140,17.12,2024-01-07
77df01d0-286d-47e4-bb61-db847fda04d0,246,28.55,2024-10-31
114df812-72a8-4aef-988f-61d11664f135,661,104.34,2024-05-16
38d18c62-47e8-48e7-a749-abe0e3ba127f,758,111.25,2024-06-12
f784fc44-da03-4450-8d21-a61fca977b76,395,50.94,2024-03-23
482bd633-4925-47f8-aa2f-740cd416f76b,487,7.02,2024-05-17
50465c35-3bfe-414c-8dbf-db826672950a,476,5.69,2024-03-13
9a2c4837-4307-40a8-954b-0f34980aae8f,517,69.3,2024-08-24
6a99a06b-83ff-438e-8653-182298897bbf,977,47.75,2024-02-15
1925f8a4-cc97-46b5-9d6e-a6aeb26e114e,184,4.41,2024-04-15
b9fbdfdf-a0ee-4152-a0fd-ddc37f5ebf9e,20,70.41,2024-10-14
e65c800a-3a05-485f-a791-465555a7925e,937,2.35,2024-09-18
17d36605-8239-414c-8991-fb6dfd4ac6fc,558,94.7,2024-06-24
f5fc3d7c-1436-4fde-8a47-a4e0a81fc811,524,37.47,2024-06-14
ae49b2c1-7d4f-4293-a849-6174b9a5d19b,582,5.79,2024-05-24
c9dfeac0-9a42-402f-8759-6090eb555445,529,71.01,2024-11-25
58662067-1667-4c39-b450-6ef0a5edd6e2,883,48.32,2024-10-09
6b422dca-09d9-4c3b-85a1-6277ad79589a,147,116.88,2024-02-23
803b857f-c0b6-4c09-b49c-9902f89cb67d,666,65.76,2024-06-26
d0945c10-b429-4c6c-a733-f7601c50adf3,304,33.75,2024-08-31
847c43c4-c5f1-47cb-ae28-2b78b0262572,620,85.42,2024-12-06
9e064643-a226-4bd1-b346-8dfc2c75ea60,748,33.31,2024-05-06
622da506-b302-41ae-a2d4-1e2360753e91,820,108.6,2024-09-27
f2ed69d3-7412-4a6c-9c30-f6e0eb38c25b,864,45.59,2024-05-11
3967ad5b-38d9-46e5-93fb-0e5bc51bbb42,582,66.43,2024-04-02
7f367ac5-d8b0-439c-9e15-cb36f49a5227,695,7.02,2024-03-13
7edcbd20-4f7f-4bed-a4cf-0c6689ae0f68,762,51.71,2024-09-04
badd07dc-bca9-462c-89d3-61aaf4a9f1a3,228,100.05,2024-12-13
14dc3a3c-fca8-40f1-9e69-4e52b7d8b589,102,96.87,2024-09-29
d8e45757-dc88-410c-95d1-dfa7d9562ea6,587,27.69,2024-02-12
0868954e-ed72-4cbb-a767-2f1af461e5f0,417,27.9,2024-02-10
5b6a82cd-43d0-453f-a2d2-6a558d03aa1f,958,98.26,2024-06-18
769a43b3-0d6a-447f-8f96-942461bf4c22,216,111.72,2024-07-30
f51d96af-006c-4b12-9e4c-7a506e5c2a32,407,12.35,2024-06-16
3d2f78b2-3013-427a-9145-119557cb1747,399,54.56,2024-02-08
8f4ddb79-da15-4e27-8f1d-bd6e5de43daf,923,41.16,2024-09-01
6920f1b3-d077-4b9b-82b4-4612dab0af97,715,104.61,2024-05-30
eddfd945-c1f3-4171-bb3e-03709fedecd4,704,10.94,2024-04-20
c28e6fae-2cbe-4c36-8c4f-37b615e3cf26,761,26.12,2024-02-16
3df9a410-ff58-4c45-8eea-bafb8b605977,499,90.54,2024-03-03
8d2cf919-eb78-434c-918b-0a514b611d08,754,7.1,2024-08-12
cb7d58ff-e214-4cfc-a2e2-ef15f4d8fe2e,465,59.61,2024-12-31
c845c33c-263d-4c87-9a29-8f80579a5ef9,691,53.61,2024-03-09
09541919-67b9-40ee-95cb-f88fb5481039,949,40.79,2024-10-25
8d197662-3fde-481a-a3af-8290476bf655,974,47.95,2024-10-16
6ff9d8f2-6ee8-468c-9cda-dda787b778d4,731,64.06,2024-10-22
694866b6-d315-48fe-bdfe-e40110dc4e32,82,20.2,2024-07-21
97f39bbf-ccf6-4f32-b1bb-0c4beab1d7b6,604,69.07,2024-03-01
572083c1-f80a-4009-82c2-34049374ebec,947,96.85,2024-11-13
80843b11-dc6c-41e2-9810-b3c97caa31e7,687,91.46,2024-11-09
2de2cc5e-4d48-4ada-928a-391892f23920,751,19.31,2024-06-09
bcf8f106-e338-41b7-beca-066a712674c0,772,18.76,2024-11-26
31e652e7-766a-4890-80e5-e4da5d86fb78,903,32.91,2024-01-16
4279ff8a-ff35-460e-a358-9d716df3cd16,365,43.97,2024-12-03
c77c04a7-6542-4b7f-945e-4c5ce39667f7,163,49.61,2024-04-03
014fef0b-b709-4125-9922-be890bc14878,48,81.88,2024-10-30
1b748dff-b944-4150-89dc-bb68ea5f08d3,511,7.74,2024-05-17
13f74ac8-94cd-4b74-abf0-2c51fec7708c,329,5.13,2024-12-03
1fd9859b-c15e-44a7-bb30-d94adfaba882,840,47.64,2024-02-07
d9d2241b-e4e8-40db-b4f3-95044886e6f6,116,83.96,2024-05-06
eb356164-47a8-41a8-883a-d4d1763bff60,941,24.02,2024-10-01
6f86fe7f-7b72-4a31-96ee-4d4c859b393a,849,77.34,2024-06-12
a4ed5244-eb5b-4c42-927f-72a1d262396d,337,31.92,2024-11-14
c1456d33-056d-4865-8bb4-d8cbdbf4dedc,881,106.44,2024-03-17
50cf5d09-1bfc-41f9-bb7c-f06f16b4dc28,737,107.59,2024-06-22
1c33bf59-47e2-4210-811a-984afb842e48,864,36.38,2024-12-23
fd1bc7f1-4d63-4f9e-90b0-de7da414aa66,840,28.37,2024-11-16
dedcd3d5-ad2d-48fd-b913-9dd8982134db,147,49.95,2024-03-31
d6432ee8-4caf-4918-b3e1-ddec76b324c5,575,29.62,2024-08-25
537206d1-5b3b-4a91-8d42-32212de63b90,806,81.01,2024-09-20
96b6c76d-e945-4a69-bf0c-04662c846bcd,323,99.3,2024-06-27
1c1bdf50-697f-4e86-9c96-f779409fbe1b,443,81.1,2024-07-27
c6136e80-88ef-4e68-a48f-a75a8f5c9249,837,99.1,2024-03-13
109fbae5-4723-4a6e-ae0a-5b30c878cd5b,13,48.24,2024-04-16
b647468f-23d6-42d1-a0e7-e5ca2d67a20e,943,19.6,2024-12-10
93805370-752d-4f93-a0c8-7beb71b28646,494,88.82,2024-10-21
95c4b361-c334-4451-a71e-b13f6dfa7a03,701,43.9,2024-10-10
4cfbf179-0c97-4b37-bc18-3f06fa4c4dc5,287,80.88,2024-12-18
2fe01c1d-d89b-4c10-8637-fc2baa039ef7,720,33.21,2024-06-30
fac6182b-e604-46fa-9079-d3c3b286488d,114,10.67,2024-02-06
81404239-45fb-4525-8d6f-298d2702277a,480,119.12,2024-05-16
38bd214a-60f4-4d78-97b0-67d595f74177,22,19.59,2024-12-03
74ab6388-bd36-4526-94b7-f8b62f92c497,349,118.62,2024-02-25
994eb0e7-d159-449b-b0dd-f7ee5d240a3d,726,117.3,2024-07-05
cc1ef81d-bec8-4085-9d71-d425a83c1af8,683,95.46,2024-12-06
d09216da-35e8-4e8e-a70f-dc04c22b2ce4,835,79.47,2024-09-14
8687a099-0262-4fea-8d3c-4cab444872e7,566,69.76,2024-02-27
a2e86fd9-a96c-4f0b-b62e-b8ce774a7913,906,104.07,2024-12-28
bbddeaee-5b2b-4db6-9d8c-c759fa9dc237,810,35.44,2024-05-02
ee64fa30-1130-40f8-b0bd-3be0e8097a80,320,56.65,2024-07-06
56c360ad-0c12-4d29-9244-1db227b54b4c,126,74.71,2024-08-17
fb83bd60-c8d9-459c-aa04-5b5f3ae98401,277,49.93,2024-06-16
42e5b012-af3c-48a0-81e6-d87632813c87,976,51.87,2024-04-23
08d7c04e-31a4-4215-a450-c090259ffddf,204,40.3,2024-09-08
9625b5cc-cad5-4ec5-ac7f-19fc07744a85,194,68.14,2024-04-16
45298c4c-da72-4682-b479-5fe6f434ca4f,681,102.22,2024-02-06
e175b110-4c9e-40df-b4ea-19bd29243c7b,664,24.98,2024-11-30
42bfa34e-15a6-40fa-b045-e5f7c310c59c,547,112.2,2024-04-01
3dee98c6-f620-44b4-aaf6-5d47674be66b,696,83.0,2024-01-18
83128913-abaf-43a1-81f3-6fb74c3746d6,286,98.97,2024-12-19
e8105d3c-cf5b-44da-a49b-ab2363653ef0,57,67.19,2024-03-03
a4d5a659-f6b2-477e-80b3-9afe5f258cb3,734,93.76,2024-05-29
b63841dc-9fd3-44f0-8282-c01fae9198ff,303,2.93,2024-05-18
b0c180a8-f7ec-4eb5-9c37-b183384cb29b,163,98.39,2024-07-04
4fef49f7-c2a0-4d76-ad66-594bbc981c20,19,5.78,2024-07-03
3a1ee3cc-5da9-4d7a-9b8d-3198f79fc226,370,106.9,2024-07-23
e68990af-ad44-44b4-b6dc-3f14e813a794,264,119.04,2024-09-16
2463ca06-48c1-490c-ae53-5745a49a3239,794,35.99,2024-08-01
5167aa0d-24ef-4e4d-9187-6e67b13d9791,113,26.03,2024-09-12
8f46f9b3-a22a-49fe-802c-ecb8bb745107,488,92.08,2024-05-14
5c767669-2dab-4138-beb7-6e8a67e70121,327,31.11,2024-03-01
bafcfe70-368d-4b82-a175-06995bb4eb77,542,104.0,2024-12-28
d214db9d-6db3-45d0-bbfc-04e02e52802b,647,13.24,2024-11-05
42bc7eef-535e-4685-a5f6-136fe3d625d8,579,15.99,2024-03-28
09f0283d-4c3f-4734-8df8-59a54461fb63,65,117.52,2024-11-19
f8ecf3c2-5083-45ed-8e84-c3629398095d,292,81.19,2024-07-25
dddf7e94-8000-4b7a-a5fb-db84af0a702c,25,101.78,2024-05-08
d3c19c1c-6edf-41a0-bbc8-b67d1ec9484e,549,39.6,2024-11-06
b1153dce-9f40-4aab-bcb6-3e37ad0dede9,1,81.5,2024-01-03
1cee6750-e56d-485b-b7e7-33a2fc1a1975,911,71.71,2024-08-29
c1cb04b7-b727-4ee3-a34e-9637a68e44a1,549,72.77,2024-04-30
5b7c8724-7a89-45e2-8837-aa32eb888fa0,141,82.22,2024-04-11
857dfd19-db1a-4abc-91a2-1e95bbbebae0,744,69.47,2024-02-07
390f1b11-a9ca-4321-9948-d290471ce657,648,52.06,2024-12-06
e8d124e1-2926-4e60-ac67-9f7b262af0bf,901,33.83,2024-05-12
01b8d658-2a61-4dec-bc73-095f6f5b240b,188,92.46,2024-07-20
585598f0-ccda-46e9-af5e-a02bb4fcdabc,128,27.93,2024-12-13
f12913aa-2081-4982-b79b-cbdf60239c8e,201,83.39,2024-01-21
fe8d28c3-6703-4ca5-8bef-27b6908b96c7,127,28.77,2024-08-29
9880f609-2164-4e00-9836-0c86ad07db04,257,75.41,2024-04-18
d9096a9c-a911-401b-9698-b50a5ca927ed,676,89.9,2024-10-29
b0c583fe-eebe-4f3f-a510-43e63485796d,547,27.03,2024-03-24
36450a38-e1ac-440f-8a6b-33a909507db2,194,8.13,2024-03-23
cb666f37-ece6-48b9-806f-cb343d39295f,703,16.59,2024-10-17
4812e54e-908b-4506-82c4-d4190077d8e0,104,73.11,2024-03-09
a6864020-4b8a-42f5-855b-ef2ca51e8963,535,102.08,2024-05-08
5a1da48f-8f04-4f10-bff1-2500aa24fefa,265,6.35,2024-07-14
f2ae5666-4782-4fab-8b5c-80d8f1634096,802,88.36,2024-05-19
2b9bd7ed-6237-4cd7-b233-54355a5ab214,942,41.62,2024-10-09
6a0dc9ce-dfa1-48b9-ba5f-fe262ca67f52,974,57.94,2024-11-07
7b61a557-bf8a-480d-8f17-fdf26c344b07,384,111.53,2024-08-21
e2243f05-4c3d-4b47-b912-f65067b76f5c,260,40.5,2024-01-23
26d6c965-fa53-48f8-ab41-bd10e928f580,414,56.38,2024-06-01
fb7b4e77-c002-4db5-9262-3de87baf4743,991,2.63,2024-10-03
39583246-23fd-48a7-8587-350761e346f4,358,10.71,2024-03-01
c81975d1-0186-41a0-b352-e73314700777,75,31.77,2024-11-14
762a2328-4668-4098-aad8-544dc7952f56,355,4.31,2024-02-21
df9dfa35-5420-48f4-bc56-f539194b3d5b,584,76.13,2024-12-09
af33e46e-4bab-45b6-8f54-8fe3f02ddf71,771,51.74,2024-06-01
843b3874-4b2a-42bd-bca9-7bacc08d2829,910,66.23,2024-08-24
f7d16214-7190-459d-8f38-8e5623e9b5ba,188,21.78,2024-11-06
c01f3fca-2a41-4528-95d5-f4723a611acf,973,36.22,2024-10-28
d938a704-13dd-4157-9258-8e663aca6c6f,685,80.0,2024-02-01
bc5a662a-2099-4ae5-ac57-2684d0bc10ce,992,115.87,2024-02-24
61548593-f11b-409c-b310-18b928e5cd99,290,7.0,2024-12-17
9df9b719-88ac-41e6-a23d-0a667b391f76,45,106.96,2024-02-05
f12ba378-9d83-4124-a30b-594ead484c48,573,69.65,2024-04-19
ae5d29a3-5862-4bcd-b859-6709ee80245d,83,68.11,2024-06-25
c3b6c891-41e7-414f-9ad8-89d92bef4e88,123,60.53,2024-12-27
219986d6-b0ae-44ab-a468-dcbcb071b85e,358,9.26,2024-11-09
95e319cc-979d-4ff6-b8ad-b5a924806cc1,528,11.7,2024-10-21
2d28c926-48f0-4f26-9c8f-e0e001b8b1a2,66,72.51,2024-12-01
2233ca97-85d6-4e13-9e8d-993be7ec9b10,936,41.57,2024-04-06
32f4fc55-68e1-40cd-9615-7498cebaad2a,657,110.15,2024-07-31
fbdcdafd-75da-4193-8f4c-3ddeeeec95e7,375,49.38,2024-11-12
366e7cd1-851c-441c-86b4-acefea9a198e,162,18.05,2024-05-16
b9fe8865-ebfa-48b4-8029-0fd9643939da,746,86.05,2024-01-06
05a9beee-8bba-4dae-827e-1248c33c3835,380,35.91,2024-04-18
d61e943c-8cd8-453e-8df2-b70b5c8d2e07,656,63.53,2024-02-04
